PSR_Sub_Operation_ID__c,Name,PSR_Approval_Date__c,PSR_Available_Amount__c,PSR_Cancel_Amount__c,PSR_Applicable__c,PSR_Country_Group__c,PSR_Current_Approved_Amount__c,PSR_Current_Execution_End_Date__c,PSR_Current_Last_Disbursement_Date__c,PSR_Disbursed_Amount__c,PSR_Executing_Agency_Text__c,PSR_Executing_Agency__c,PSR_Financing_Type__c,PSR_First_Disbursement_Date__c,PSR_First_Elegibility_Date__c,PSR_Fund_Currency__c,PSR_Fund__c,PSR_Increased_Amount__c,PSR_Operation__c,PSR_Original_Approved_Amount__c,PSR_Original_Execution_End_Date__c,PSR_Original_Last_Disbursement_Date__c,PSR_Region__c,PSR_Signature_Date__c,PSR_Status__c,PSR_Sub_Operation_ID2__c,PSR_Subtype__c,PSR_Has_One_Achieved_Milestone_Per_Sem__c,PSR_Totally_Disbursed_Date__c,PSR_Type__c,Percentage_Disbursed__c,PSR_Exceptional_Applicability__c,PSR_Country_Admin__c,PSR_Country_Beneficiary__c,PSR_Total_Elegibility_Date__c,PSR_Executing_Agency_Acronym__c,Fund__c,ORP_BeneficiaryCountry__c,ORP_ClosedDate__c,ORP_CommittedAmount__c,ORP_CountryGroup__c,ORP_CurrentExecutingDivision__c,ORP_EffectiveDate__c,ORP_ExecutionStatus__c,ORP_Instrument__c,ORP_MostRecentDisbursement__c,ORP_OrgUnit__c,ORP_ParticipantCountries__c,ORP_ProjectObjective__c,ORP_TypeofSupport__c,PSR_ActiveMilestones__c,PSR_Category86__c,PSR_ComplyRulesForDisbursement__c,PSR_CumulativeAmountLocalContribution__c,PSR_DeadlineForSignatureOLD__c,PSR_DeadlineForSignature__c,PSR_Disbursement_Consecutive_Number__c,PSR_EmailNotificationsEvaluated__c,PSR_LifecycleMilestones__c,PSR_MilestonePriorCondition__c,PSR_NeedsStatementOfExpenses__c,PSR_NextMilestoneAboutToDue__c,PSR_OverDueMilestones__c,PSR_PendingJustificationDate__c,PSR_PercentageofJustification__c,PSR_PerformanceAlerts__c,PSR_PosponedPriorConditions__c,PSR_PosponedSignature__c,PSR_LastDisbursementTransaction__c,PSR_LatestPSR__c,PSR_OverdueClause__c,PSR_Threshold__c,PSR_GeneratePSR__c,Errors
ATN/FF-8216-RG,ATN/FF-8216-RG,2003-02-11,0,2211,false,R,19589,,2004-02-11,19589,INTER-AMERICAN DEVELOPMENT BANK,,TCN,2003-05-15,2003-02-11,USD,FCF,0,a0X220000015577EAA,21800,,2004-02-11,REG,2003-02-11,CF,,,false,,TCP,1,PSR_Applied,,Regional,2003-02-11,US-IDB,,RG,,,R,INT,2003-02-11,Closed,Technical Cooperation,2003-10-21,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/UE-8320-RS,ATN/UE-8320-RS,2003-05-27,0,13105,false,R,31895,,2004-06-30,31895,INTER-AMERICAN DEVELOPMENT BANK,,TCN,2003-08-13,2003-08-06,USD,UEF,0,a0X220000015578EAA,45000,,2003-11-30,REG,2003-07-14,CF,,,false,2004-07-16,TCP,1,PSR_Applied,,Regional,2003-08-06,US-IDB,,RG,2004-07-16,,R,ORP,2003-07-14,Closed,Technical Cooperation,2004-05-26,ORP/GCM,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-1456-EC,ATN/CP-1456-EC,1976-06-10,0,0,false,D,0,,,190000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X220000015579EAA,0,,,CAN,,CF,,,false,,TCP,1,PSR_Applied,,Ecuador,,US-IDB,,EC,,,D,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1333-HO,ATN/CP-1333-HO,1974-11-21,0,0,false,D,0,,1976-12-06,150000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557AEAQ,0,,1976-12-06,CID,1974-12-06,CF,,,false,,TCP,1,PSR_Applied,,Honduras,,US-IDB,,HO,,,D,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-1338-HA,ATN/CP-1338-HA,1974-12-04,0,0,false,D,0,,,100000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557BEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Haiti,,US-IDB,,HA,,,D,INE,,Closed,Technical Cooperation,,INE/WSA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1514-JA,ATN/CP-1514-JA,1976-12-09,0,0,false,C,0,,,63462.07,AGRICULTURAL DEVELOPMENT CORPORATION,,TCN,,,CAD,CPP,0,a0X22000001557CEAQ,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Jamaica,,JA-ADC,,JA,,,C,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1362-NI,ATN/CP-1362-NI,1975-03-06,0,0,false,D,0,,1978-04-28,100000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557DEAQ,0,,1977-04-28,CID,1975-04-28,CF,,,false,,TCP,1,PSR_Applied,,Nicaragua,,US-IDB,,NI,,,D,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-1521-GU,ATN/CP-1521-GU,1976-12-16,0,0,false,D,0,,,530235.6,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1982-03-08,,CAD,CPP,0,a0X2200000155kMEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Guatemala,,US-IDB,,GU,,,D,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1489-EC,ATN/CP-1489-EC,1976-10-20,0,0,false,D,0,,,222424.82,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557EEAQ,0,,,CAN,,CF,,,false,,TCP,1,PSR_Applied,,Ecuador,,US-IDB,,EC,,,D,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1378-DR,ATN/CP-1378-DR,1975-07-03,0,0,false,D,0,,1978-11-02,477500,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557FEAQ,0,,1977-08-02,CID,1975-08-02,CF,,,false,,TCP,1,PSR_Applied,,Dominican Republic,,US-IDB,,DR,,,D,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-1549-HA,ATN/CP-1549-HA,1977-04-07,0,0,false,D,0,,,245977,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557GEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Haiti,,US-IDB,,HA,,,D,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1651-HA,ATN/CP-1651-HA,1978-06-15,0,0,false,D,0,,,128800,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557HEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Haiti,,US-IDB,,HA,,,D,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-1484-HO,ATC/CP-1484-HO,1976-09-30,0,0,false,D,0,,,191995,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1982-12-31,,CAD,CPP,0,a0X2200000155wzEAA,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Honduras,,US-IDB,,HO,,,D,INE,,Closed,Technical Cooperation,,INE/WSA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1512-JA,ATN/CP-1512-JA,1976-12-02,0,0,false,C,0,,,175000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X2200000153vzEAA,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Jamaica,,US-IDB,,JA,,,C,INE,,Closed,Technical Cooperation,,INE/WSA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1470-BO,ATN/CP-1470-BO,1976-08-12,0,0,false,D,0,,,180572,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557IEAQ,0,,,CAN,,CF,,,false,,TCP,1,PSR_Applied,,Bolivia,,US-IDB,,BO,,,D,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1599-BA,ATN/CP-1599-BA,1977-11-23,0,0,false,C,0,,,180000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X2200000155A8EAI,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-1614-NI,ATC/CP-1614-NI,1977-12-15,0,0,false,D,0,,,548200,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1982-01-26,,CAD,CPP,0,a0X22000001557JEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Nicaragua,,US-IDB,,NI,,,D,INE,,Closed,Technical Cooperation,,INE/ENE,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-1654-BA(2),ATC/CP-1654-BA(2),1978-07-13,0,0,false,C,0,,,220000,INTER-AMERICAN DEVELOPMENT BANK,,,,,CAD,CPP,0,a0X2200000154rfEAA,0,,,CCB,,CF,,,false,,TCP,0,PSR_Applied,,Barbados,,US-IDB,,,,,C,,,Closed,Technical Cooperation,,,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
1254/OP-NI,1254/OP-NI,2009-03-12,0,0.27,false,D,4599999.73,,2013-07-05,4599999.73,MINISTERIO DE TRANSPORTE E INFRAESTRUCTURA (M.T.I.),,,2012-07-06,2011-12-20,USD,OPE,0,a0X2200000155VCEAY,4600000,,2011-12-31,CID,2009-03-12,CF,,,false,2013-08-17,LON,0,PSR_Applied,,Nicaragua,2011-12-20,NI-MTI,,,2013-08-17,,D,,2009-07-10,,Loan,,,,The general objective is to improve Nicaragua&#39;s competitiveness through reduced transport costs and increased production and trade. The specific objective is the integration of the project&#39;s influence zone to the Nicaraguan economy and consolidation if highway integration with Costa Rica and the other countries in the Mesoamerican region.,N/A,,,,,,2009-06-10,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-1654-BA(2),ATN/CP-1654-BA(2),1978-07-13,0,0,false,C,0,,,56000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X2200000154rfEAA,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-1953-BA,ATC/CP-1953-BA,1981-03-18,0,0,false,C,0,,,624999.81,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1982-12-31,,CAD,CPP,0,a0X2200000154p6EAA,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-1990-BA,ATC/CP-1990-BA,1981-07-29,0,0,false,C,0,,,1404000,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1983-03-21,,CAD,CPP,0,a0X22000001575ZEAQ,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/WSA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-2013-BA,ATN/CP-2013-BA,1981-09-23,0,0,false,C,0,,,583883.92,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1983-12-31,,CAD,CPP,0,a0X22000001575aEAA,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-1379-RG,ATN/CP-1379-RG,1975-07-10,0,0,false,R,0,,,131000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CAD,CPP,0,a0X22000001557KEAQ,0,,,REG,,CF,,,false,,TCP,1,PSR_Applied,,Regional,,US-IDB,,RG,,,R,INT,,Closed,Technical Cooperation,,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SD-2101-NI,ATN/SD-2101-NI,1982-05-07,0,0,false,D,0,,,15096.02,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1984-03-13,,CHF,SDF,0,a0X22000001557LEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Nicaragua,,US-IDB,,NI,,,D,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-2806-BA,ATC/CP-2806-BA,1986-11-26,0,0,false,C,0,,,1970000,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1988-02-09,,CAD,CPP,0,a0X22000001575cEAA,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,INE,,Closed,Technical Cooperation,,INE/WSA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-2522-DR,ATN/CP-2522-DR,1984-12-19,0,0,false,D,0,,,532861.4,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1985-06-14,,CAD,CPP,0,a0X22000001557MEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Dominican Republic,,US-IDB,,DR,,,D,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SD-2495-DR,ATN/SD-2495-DR,1984-11-06,0,0,false,D,0,,,58700,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1986-02-14,,CHF,SDF,0,a0X2200000153mlEAA,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Dominican Republic,,US-IDB,,DR,,,D,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-2898-HO,ATN/CP-2898-HO,1987-04-29,0,0,false,D,0,,,381565,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1988-07-22,,CAD,CPP,0,a0X22000001557NEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Honduras,,US-IDB,,HO,,,D,CID,,Closed,Technical Cooperation,,CID/CHO,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-3650-TT,ATN/CP-3650-TT,1991-02-27,0,0,false,C,0,,1998-07-22,1164585.52,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-06-08,,CAD,CPP,0,a0X2200000154rmEAA,0,,1994-07-25,CCB,,CF,,,false,1998-01-06,TCP,1,PSR_Applied,,Trinidad and Tobago,,US-IDB,,TT,1998-01-06,,C,CCB,,Closed,Technical Cooperation,,CCB/CTT,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/CP-4077-BH,ATN/CP-4077-BH,1992-10-14,0,0,false,C,0,,,779888.09,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1994-04-04,,CAD,CPP,0,a0X2200000154pAEAQ,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Bahamas,,US-IDB,,BH,,,C,CCB,,Closed,Technical Cooperation,,CCB/CBH,,DEVELOP A ROAD NETWORK PLAN FOR NEW PROVIDENCE ISLAND FOR THE NEXT TEN YEARS AND THE ASSESSMENT OF THE TECHNICAL AND ECONOMIC FEASIBILITY OF HIGH PRIORITY INVESTMENT PROJECTS AND-OR TRAFFIC MANAGEMENT MEASURES.,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SD-3965-GU,ATN/SD-3965-GU,1992-05-06,0,0,false,D,0,,,0,INTER-AMERICAN DEVELOPMENT BANK,,TCN,,,CHF,SDF,0,a0X22000001557OEAQ,0,,,CID,,CF,,,false,,TCP,0,PSR_Applied,,Guatemala,,US-IDB,,GU,,,D,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SC-4127-NI,ATN/SC-4127-NI,1993-01-13,0,326.02,false,D,1499673.98,,2000-02-27,1499673.98,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1995-08-22,1993-12-06,USD,SWC,0,a0X2200000155bkEAA,1500000,,1996-01-27,CID,1993-12-06,CF,,,false,2001-02-27,TCP,1,PSR_Applied,,Nicaragua,1993-12-06,US-IDB,,NI,2002-06-27,,D,CID,1993-12-06,Closed,Technical Cooperation,,CID/CNI,,TO IMPROVE HEALTH SERVICES IN NICARAGUA INCLUDING INSTITUTIONAL STRENGTHENING FOR THE MINISTRY OF HEALTH AND FEASIBILITY STUDIES FOR INVESTMENT PROJECTS.,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/SD-4335-NI,ATN/SD-4335-NI,1993-09-22,0,0,false,D,0,,1999-02-15,866445.95,DIRECCION DE PEQUENA Y MICROEMPRESA,,TCN,1995-03-07,1993-12-06,CHF,SDF,0,a0X2200000155blEAA,0,,1996-12-06,CID,1993-12-06,CF,,,false,2000-01-31,TCP,1,PSR_Applied,,Nicaragua,1993-12-06,NI-DGPYME,,NI,2000-02-01,,D,CID,1993-12-06,Closed,Technical Cooperation,,CID/CNI,,THIS PROJECT IS DESIGNED TO STRENGTHEN GOVERNMENT POLICY FORMULATION WITH RESPECT TO THE SMALL AND MICROENTERPRISE SECTOR IN NICARAGUA. THE PROJECT WILL SUPPLY SPECIALIZED TECHNICAL ASSISTANCE IN ORDER TO SUPPORT THE RESEARCH AND INFORMATION GATHERING ABILITIES OF THE SMALL AND MICROENTERPRISE DIVISION OF THE MINISTRY OF ECONOMY AND DEVELOPMENT.,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/CP-3795-HA,ATN/CP-3795-HA,1991-08-27,0,0,false,D,0,,,117213,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1991-09-20,,CAD,CPP,0,a0X22000001557PEAQ,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Haiti,,US-IDB,,HA,,,D,CID,,Closed,Technical Cooperation,,CID,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SD-4093-UR,ATN/SD-4093-UR,1992-10-21,0,0,false,C,0,,1997-11-30,807761.4,ESCUELA DE LECHERIA DE COLONIA SUIZA,,TCN,1993-07-08,1992-11-30,CHF,SDF,0,a0X22000001557QEAQ,0,,1995-11-30,CSC,1992-11-30,CF,,,false,1998-07-22,TCP,1,PSR_Applied,,Uruguay,1992-11-30,UR-ELCS,,UR,1998-07-22,,C,CSC,1992-11-30,Closed,Technical Cooperation,,CSC/CUR,,THE PROGRAM INTENDS TO STRENGTHEN THE ACADEMIC LEVEL OF THE DAIRY SCHOOL THROUGH AN ORGANIZATIONAL REFORM AND A FINANCIAL RESTRUCTURING SO AS TO IMPROVE THE QUALITY OF THE EDUCATIONAL PROGRAM AND REACH A STATUS AS AN ENTITY WITH FINANCIAL SELF-SUFFICIENCY.,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/EC-4033-RG,ATN/EC-4033-RG,1992-07-27,0,0,false,R,0,,,17207.21,COMISION ECONOMICA PARA AMERICA LATINA,,TCN,1992-12-31,,EUR,ECC,0,a0X22000001557REAQ,0,,,REG,,CF,,,false,,TCP,1,PSR_Applied,,Regional,,UR-CEAL,,RG,,,R,INT,,Closed,Technical Cooperation,,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/SD-4107-PR,ATN/SD-4107-PR,1992-11-18,0,0,false,D,0,,1997-10-10,914466.29,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1994-03-31,1992-12-02,CHF,SDF,0,a0X2200000157EeEAI,0,,1992-07-26,CSC,1992-12-02,CF,,,false,1998-07-22,TCP,1,PSR_Applied,,Paraguay,1992-12-02,US-IDB,,PR,1998-07-22,,D,CSC,1992-12-02,Closed,Technical Cooperation,,CSC/CPR,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/BF-4061-CH,ATN/BF-4061-CH,1992-09-09,0,0,false,B,0,,1994-06-09,119375,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-05-30,1992-09-09,EUR,BCF,0,a0X22000001557SEAQ,0,,1993-09-09,CSC,1992-09-09,CF,,,false,1999-04-12,TCP,1,PSR_Applied,,Chile,1992-09-09,US-IDB,,CH,1999-05-21,,B,CSC,1992-09-09,Closed,Technical Cooperation,,CSC/CCH,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/IS-4089-ME,ATN/IS-4089-ME,1992-10-05,0,250,false,A,7250,,,7250,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-03-03,,USD,IST,0,a0X22000001557TEAQ,7500,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Mexico,,US-IDB,,ME,,,A,IFD,,Closed,Technical Cooperation,,IFD/CTI,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATC/CP-3317-BA,ATC/CP-3317-BA,1989-07-12,0,0,false,C,0,,,240000,INTER-AMERICAN DEVELOPMENT BANK,,TCC,1991-12-04,,CAD,CPP,0,a0X22000001557UEAQ,0,,,CCB,,CF,,,false,,TCP,1,PSR_Applied,,Barbados,,US-IDB,,BA,,,C,CCB,,Closed,Technical Cooperation,,CCB/CBA,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/NF-3649-RG(B),ATN/NF-3649-RG(B),1991-02-27,0,0,false,R,400000,,,400000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1991-05-22,,USD,NDF,0,a0X22000001557VEAQ,400000,,,REG,,CF,,,false,,TCP,1,PSR_Applied,,Regional,,US-IDB,,RG,,,R,INT,,Closed,Technical Cooperation,,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/NF-4065-RG,ATN/NF-4065-RG,1992-09-23,0,0,false,R,500000,,1997-04-19,500000,ACCION INTERNACIONAL,,TCN,1993-04-01,1992-10-19,USD,NDF,0,a0X22000001557WEAQ,500000,,1996-07-19,REG,1992-10-19,CF,,,false,1998-07-22,TCP,1,PSR_Applied,,Regional,1992-10-19,US-ACCION,,RG,1998-07-22,,R,INT,1992-10-19,Closed,Technical Cooperation,,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,No,,,,,,false,
ATN/EC-4159-RG,ATN/EC-4159-RG,1993-02-02,0,0,false,R,0,,,35553.5,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-04-30,,EUR,ECC,0,a0X22000001557XEAQ,0,,,REG,,CF,,,false,,TCP,1,PSR_Applied,,Regional,,US-IDB,,RG,,,R,INT,,Closed,Technical Cooperation,,INT/INT,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/IT-4108-RG,ATN/IT-4108-RG,1992-11-19,0,0,false,R,20000,,,20000,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-02-28,,USD,ITI,0,a0X22000001557YEAQ,20000,,,REG,,CF,,,false,,TCP,1,PSR_Applied,,Regional,,US-IDB,,RG,,,R,IFD,,Closed,Technical Cooperation,,IFD/CMF,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/BF-4069-PN,ATN/BF-4069-PN,1992-09-18,0,0,false,C,0,,,7941,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-02-28,,EUR,BCF,0,a0X2200000155quEAA,0,,,CID,,CF,,,false,,TCP,1,PSR_Applied,,Panama,,US-IDB,,PN,,,C,INE,,Closed,Technical Cooperation,,INE/TSP,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
ATN/EC-4112-AR,ATN/EC-4112-AR,1992-11-16,0,0,false,A,0,,,124191.01,INTER-AMERICAN DEVELOPMENT BANK,,TCN,1993-01-14,,EUR,ECC,0,a0X22000001557ZEAQ,0,,,CSC,,CF,,,false,,TCP,1,PSR_Applied,,Argentina,,US-IDB,,AR,,,A,INE,,Closed,Technical Cooperation,,INE/RND,,EN,N/A,,,,,,,0,true,,,false,,,,,,,,,,,,false,
